Latitude,Longitude,Value,dataDate,time,shortName
41.729,16.458,1.6713126216e-08,20141021,1200,pm10
41.729,17.208,2.1779960280e-08,20141021,1200,pm10
41.729,17.958,3.0427219189e-08,20141021,1200,pm10
40.979,8.207,1.8652723144e-08,20141021,1200,pm10
40.979,8.957,1.4811372795e-08,20141021,1200,pm10
40.979,9.707,1.3684135824e-08,20141021,1200,pm10
40.979,10.457,1.8074518993e-08,20141021,1200,pm10
40.979,11.207,2.0906301801e-08,20141021,1200,pm10
40.979,11.957,1.6709175599e-08,20141021,1200,pm10
40.979,12.707,1.3478078431e-08,20141021,1200,pm10
40.979,13.458,9.7004282384e-09,20141021,1200,pm10
40.979,14.208,1.2986691944e-08,20141021,1200,pm10
40.979,14.958,1.1480497664e-08,20141021,1200,pm10
40.979,15.708,6.0261620138e-09,20141021,1200,pm10
40.979,16.458,7.8479545085e-09,20141021,1200,pm10
40.979,17.208,1.3985210545e-08,20141021,1200,pm10
40.979,17.958,2.4103108176e-08,20141021,1200,pm10
40.229,8.207,1.0615959001e-08,20141021,1200,pm10
40.229,8.957,1.1871456040e-08,20141021,1200,pm10
40.229,9.707,1.2210097156e-08,20141021,1200,pm10
40.229,10.457,1.3647191155e-08,20141021,1200,pm10
40.229,11.207,1.5291472311e-08,20141021,1200,pm10
40.229,11.957,1.3684213984e-08,20141021,1200,pm10
40.229,12.707,1.0499042746e-08,20141021,1200,pm10
40.229,13.458,1.0842529763e-08,20141021,1200,pm10
40.229,14.208,1.5461416369e-08,20141021,1200,pm10
40.229,14.958,1.3127610332e-08,20141021,1200,pm10
40.229,15.708,5.7489224492e-09,20141021,1200,pm10
40.229,16.458,2.3354858047e-09,20141021,1200,pm10
40.229,17.208,5.3155020385e-09,20141021,1200,pm10
40.229,17.958,1.2897501067e-08,20141021,1200,pm10
39.479,8.207,8.0138626846e-09,20141021,1200,pm10
39.479,8.957,9.4642367277e-09,20141021,1200,pm10
39.479,9.707,9.0277822995e-09,20141021,1200,pm10
39.479,10.457,8.2023199344e-09,20141021,1200,pm10
39.479,11.207,9.2648229089e-09,20141021,1200,pm10
39.479,11.957,1.0050683175e-08,20141021,1200,pm10
39.479,12.707,9.6788668191e-09,20141021,1200,pm10
