lat,lon,pm10_value
44.7907,11.174411,23.598688
44.79046,11.187044,23.572273
44.790215,11.1996765,23.59475
44.78997,11.212309,23.629383
44.789726,11.224941,23.677755
44.78948,11.237574,23.720238
44.78923,11.250205,23.673944
44.78898,11.262837,23.660816
44.788727,11.275469,23.706528
44.788475,11.2881,23.759209
44.788223,11.300732,23.831429
44.787968,11.313362,23.77382
44.78771,11.325994,23.784344
44.787453,11.338624,23.75373
44.787193,11.351254,23.77375
44.78693,11.363885,23.883022
44.78667,11.376515,24.052885
44.786407,11.389146,24.185835
44.78614,11.401775,24.261454
44.785873,11.414405,24.326607
44.785606,11.427034,24.391346
44.785336,11.439664,24.428747
44.785065,11.452293,24.449863
44.784794,11.464923,24.462423
44.78452,11.477551,24.484404
44.784245,11.49018,24.50842
44.78397,11.502809,24.507433
44.78369,11.515437,24.495535
44.783413,11.528065,24.480255
44.783134,11.540693,24.474285
44.782852,11.553321,24.431532
44.782566,11.5659485,24.360868
44.782284,11.578575,24.321869
44.781998,11.591203,24.289375
44.78171,11.603829,24.242264
44.78142,11.616457,24.201027
44.78113,11.629084,24.161201
44.780838,11.641709,24.14552
44.78055,11.654336,24.03697
44.78025,11.666962,23.957302
44.779957,11.679588,23.93585
44.77966,11.692213,23.944298
44.77936,11.704839,23.938501
44.77906,11.717464,23.989708
44.77876,11.730089,24.062054
44.778458,11.742714,24.077177
44.778152,11.755339,24.067347
44.777847,11.767963,24.042727
44.77754,11.780587,24.039082
44.777233,11.793212,24.050537
44.811623,10.4164095,19.943058
44.811462,10.429051,19.828691
44.811306,10.441694,19.84981
44.811146,10.454337,20.658056
44.81098,10.466979,21.417929
44.810818,10.479621,21.675467
44.810654,10.492263,21.464163
44.81049,10.504905,21.45575
44.81032,10.517547,21.650938
44.810154,10.530189,21.682009
44.809982,10.54283,21.7714
44.80981,10.555472,23.447433
44.80964,10.568113,23.758535
44.809464,10.580754,23.121086
44.809288,10.593396,22.918833
44.809113,10.606037,22.769854
44.808933,10.618678,22.974272
44.808754,10.631319,23.12876
44.80857,10.643959,23.237957
44.808388,10.6566,23.296131
44.808205,10.66924,23.332842
44.808018,10.681881,23.348349
44.80783,10.694521,23.443716
44.807644,10.707161,23.46134
44.807453,10.719801,23.403074
44.807262,10.732441,23.31502
44.80707,10.745081,23.214901
44.806877,10.75772,23.114452
44.806683,10.77036,23.02423
44.806484,10.782999,23.115917
44.806286,10.795638,23.89287
44.806087,10.808277,24.162754
44.805885,10.820916,23.958477
44.805683,10.833555,23.776846
44.80548,10.846193,23.689716
44.805275,10.858832,23.60965
44.80507,10.87147,23.713585
44.80486,10.884109,23.812504
44.804653,10.896747,23.777023
44.80444,10.909385,23.737207
44.80423,10.922023,23.60614
44.804016,10.93466,23.420418
44.8038,10.947298,23.380459
44.803585,10.959935,23.399183
44.803368,10.972572,23.435345
44.803146,10.985209,23.458956
44.80293,10.997847,23.46051
44.802704,11.010484,23.49559
44.802483,11.02312,23.524721
44.802258,11.035757,23.52808
44.802032,11.048393,23.548971
44.801804,11.061029,23.52767
44.801575,11.073666,23.485529
44.801346,11.086302,23.444132
44.801113,11.098937,23.411
44.80088,11.111573,23.387619
44.800644,11.124208,23.392935
44.80041,11.136844,23.430864
44.80017,11.149479,23.482212
44.799934,11.162114,23.52575
44.799694,11.174749,23.56684
44.799454,11.187384,23.607162
44.79921,11.200018,23.63403
44.798965,11.212653,23.65926
44.79872,11.2252865,23.685898
44.798473,11.237921,23.697985
44.798225,11.250555,23.706858
44.797974,11.263188,23.727169
44.79772,11.275823,23.764925
44.79747,11.288456,23.821682
44.79722,11.301089,23.870787
44.796963,11.313722,23.812567
44.796703,11.326355,23.826412
44.796448,11.338987,23.895489
44.79619,11.351621,23.97725
44.795925,11.364253,24.073761
44.795666,11.376884,24.173397
44.7954,11.389517,24.265303
44.795135,11.402149,24.365055
44.79487,11.414781,24.43084
44.7946,11.427412,24.465536
44.79433,11.440043,24.484287
44.79406,11.452675,24.49186
44.79379,11.465305,24.49498
44.793514,11.477937,24.512053
44.79324,11.490567,24.50768
44.792965,11.503198,24.484251
44.792686,11.515828,24.451084
44.792408,11.528458,24.42409
44.792126,11.541088,24.364182
44.791843,11.553718,24.244635
44.79156,11.566347,24.152962
44.791275,11.578977,24.121035
44.79099,11.591605,24.105558
44.790703,11.604235,24.070475
44.790413,11.616863,24.037994
44.790123,11.629492,24.034431
44.789833,11.64212,24.050343
44.78954,11.654748,24.063276
44.789246,11.6673765,24.072842
44.788948,11.680004,24.09047
44.78865,11.692632,24.111769
44.788353,11.705259,24.112608
44.78805,11.717887,24.138752
44.78775,11.730514,24.184258
44.78745,11.74314,24.169415
44.787144,11.755767,24.124155
44.78684,11.7683935,24.24364
44.786533,11.781019,24.588907
44.786224,11.793646,24.787231
44.82062,10.41663,19.54179
44.82046,10.429275,19.472862
44.820305,10.441918,20.355583
44.820145,10.454563,21.339275
44.81998,10.467207,21.62011
44.81982,10.479852,21.576063
44.819653,10.492496,21.455482
44.81949,10.505139,21.70148
44.81932,10.517783,21.732496
44.819153,10.530427,21.721632
44.81898,10.543071,22.3926
44.81881,10.555714,22.787354
44.818638,10.568357,22.675486
44.818462,10.581,22.720957
44.818287,10.593643,22.596476
44.81811,10.606287,22.412798
44.817932,10.61893,22.557497
44.817753,10.631573,22.68243
44.81757,10.644215,22.797451
44.817387,10.6568575,22.884602
44.817204,10.6695,22.941511
44.817017,10.682142,22.96361
44.81683,10.694784,23.020058
44.816643,10.707426,23.032316
44.816452,10.720068,23.001497
44.81626,10.73271,22.959953
44.816067,10.745352,22.902914
44.815876,10.757994,22.892288
44.815678,10.770635,23.264158
44.815483,10.783277,23.59964
44.815285,10.7959175,24.01243
44.815086,10.808558,23.98306
44.814884,10.821199,23.744488
44.814682,10.83384,23.660048
44.814476,10.84648,23.687012
44.814274,10.859121,23.672895
44.814068,10.871761,23.552408
44.813858,10.884401,23.578724
44.81365,10.897042,23.49583
44.81344,10.909682,23.390669
44.813225,10.922321,23.371397
44.81301,10.934961,23.397621
44.812798,10.947601,23.43558
44.81258,10.96024,23.463072
44.812363,10.972879,23.488264
44.812145,10.985518,23.525358
44.811924,10.9981575,23.513823
44.811703,11.010797,23.485886
44.811478,11.023435,23.462492
44.811253,11.036074,23.435291
44.811028,11.048712,23.41589
44.8108,11.06135,23.410725
44.81057,11.073988,23.394455
44.81034,11.086626,23.379734
44.81011,11.099264,23.385813
44.809875,11.111901,23.445087
44.809643,11.124539,23.503326
44.809406,11.1371765,23.553047
44.80917,11.149814,23.593718
44.80893,11.162451,23.627308
44.80869,11.175087,23.664146
44.80845,11.187724,23.70109
44.808205,11.20036,23.738752
44.80796,11.2129965,23.72212
44.807716,11.225633,23.70435
44.80747,11.238269,23.760086
44.80722,11.250905,23.814692
44.80697,11.26354,23.866016
44.80672,11.276176,23.911528
44.806465,11.288812,23.994839
44.806213,11.301447,23.9656
44.805958,11.314082,23.89761
44.8057,11.326716,23.930758
44.805443,11.339352,24.040894
44.805183,11.351986,24.148466
44.80492,11.36462,24.236244
44.804657,11.3772545,24.321486
44.804394,11.389889,24.282686
44.80413,11.402522,24.345852
44.803864,11.415155,24.417
44.803596,11.42779,24.44943
44.803326,11.440423,24.459232
44.803055,11.453055,24.45193
44.802784,11.465689,24.450071
44.80251,11.478321,24.442616
44.802235,11.490954,24.396349
44.801956,11.503587,24.348839
44.801678,11.516219,24.305925
44.8014,11.528851,24.280756
44.80112,11.541483,24.15309
44.80084,11.554114,23.993303
44.800556,11.566746,23.918955
44.80027,11.579377,23.95786
44.799984,11.592009,24.014297
44.799694,11.604639,24.038528
44.799408,11.6172695,24.063452
44.799118,11.6299,24.085337
44.798824,11.64253,24.100767
44.79853,11.655161,24.113098
44.798237,11.667791,24.125051
44.79794,11.680421,24.14342
44.797646,11.69305,24.164827
44.797344,11.70568,24.200325
44.797047,11.718308,24.242472
44.796745,11.730938,24.318636
44.79644,11.7435665,24.650255
44.796135,11.756195,24.86091
44.79583,11.768824,25.051872
44.795525,11.781452,25.148087
44.795216,11.79408,25.216055
44.82962,10.41685,19.450525
44.829464,10.429497,19.545355
44.829304,10.442143,21.2969
44.829144,10.454789,21.819658
44.82898,10.467436,21.829023
44.82882,10.480082,21.639196
44.82865,10.492727,21.732342
44.828487,10.505374,21.77648
44.82832,10.51802,21.599375
44.82815,10.530665,21.890087
44.82798,10.54331,23.034422
44.82781,10.555956,22.709728
44.827637,10.568602,22.75058
44.82746,10.581246,22.695953
44.827286,10.593892,22.480669
44.82711,10.606537,22.58969
44.82693,10.619182,22.668713
44.82675,10.631826,22.726185
44.82657,10.644471,22.762032
44.826385,10.657115,22.775682
44.826202,10.66976,22.785765
44.826015,10.682404,22.77826
44.82583,10.695048,22.745651
44.82564,10.707692,22.731117
44.82545,10.720336,22.709335
44.82526,10.73298,23.148018
44.825066,10.745624,23.604277
44.82487,10.758267,24.298805
44.824677,10.77091,24.291899
44.824482,10.783554,24.13171
44.824284,10.796197,24.066298
44.82408,10.80884,23.899643
44.823883,10.821483,23.858076
44.82368,10.8341255,23.740921
44.823475,10.846768,23.654255
44.82327,10.85941,23.5275
44.823063,10.872053,23.339712
44.822857,10.884695,23.358234
44.822647,10.897337,23.373198
44.822433,10.909979,23.398857
44.822224,10.922621,23.415533
44.82201,10.935263,23.443796
44.821796,10.947904,23.547352
44.82158,10.960546,23.581324
44.82136,10.9731865,23.562042
44.82114,10.985827,23.579296
44.82092,10.998468,23.579556
44.820698,11.011109,23.551613
44.820477,11.023749,23.529736
44.82025,11.03639,23.565414
44.820023,11.04903,23.587606
44.819798,11.061671,23.600906
44.81957,11.074311,23.610981
44.819336,11.08695,23.618996
44.819107,11.09959,23.631105
44.81887,11.11223,23.657005
44.818638,11.124869,23.697104
44.8184,11.137508,23.793217
44.818165,11.150147,23.882893
44.817924,11.1627865,23.954796
44.817684,11.175426,24.02826
44.817444,11.188065,24.100859
44.8172,11.200703,24.183064
44.816956,11.213341,24.156677
44.81671,11.225979,24.079216
44.816463,11.238617,24.16694
44.816216,11.251255,24.249725
44.815964,11.263892,24.299065
44.815716,11.27653,24.314117
44.81546,11.289167,24.456877
44.81521,11.301805,24.44399
44.814953,11.314442,24.475733
44.814693,11.327079,24.544292
44.814438,11.339715,24.601313
44.814175,11.352351,24.636574
44.813915,11.364988,24.676422
44.813652,11.3776245,24.527784
44.81339,11.39026,24.452845
44.81312,11.402896,24.43166
44.81286,11.415531,24.419746
44.812588,11.428167,24.400175
44.81232,11.440803,24.39426
44.81205,11.453437,24.390326
44.811775,11.466072,24.382553
44.811504,11.478707,24.374907
44.811226,11.491342,24.322985
44.81095,11.503976,24.270481
44.810673,11.51661,24.235197
44.810394,11.529244,24.199913
44.810112,11.541878,24.116402
44.80983,11.554511,24.038269
44.809547,11.567145,23.965021
44.80926,11.579778,24.011148
44.808975,11.592411,24.149515
44.80869,11.605044,24.236637
44.8084,11.617677,24.325222
44.80811,11.630309,24.396542
44.807816,11.642941,24.44871
44.807526,11.655574,24.48643
44.807228,11.668205,24.51335
44.806934,11.680838,24.551365
44.806637,11.693469,24.582636
44.806335,11.7061,24.992233
44.806038,11.718732,25.26948
44.805737,11.731362,25.297575
44.80543,11.743993,25.345675
44.805126,11.756623,25.345942
44.80482,11.769254,25.301783
44.804516,11.781884,25.226383
44.804207,11.794514,25.153095
44.83862,10.41707,19.396902
44.838463,10.429719,19.874245
44.838303,10.442368,21.799595
44.838142,10.455016,21.964085
44.83798,10.467664,21.647009
44.83782,10.480312,21.613237
44.837654,10.49296,21.490421
44.837486,10.505608,21.495142
44.83732,10.518255,21.329725
44.83715,10.530903,22.088932
44.83698,10.5435505,22.79848
44.836807,10.556198,22.789078
44.836636,10.568846,22.531387
44.83646,10.581492,22.640583
44.836285,10.59414,22.700438
44.836105,10.606787,22.708395
44.83593,10.619433,22.67351
44.835747,10.63208,22.65691
44.835567,10.644727,22.61187
44.835384,10.657373,22.564816
44.8352,10.67002,22.527296
44.835014,10.682666,22.503954
44.834827,10.695312,22.479229
44.834637,10.707958,22.482876
44.83445,10.720604,23.822683
44.83426,10.73325,24.56101
44.834064,10.745895,24.503883
44.83387,10.758541,25.080727
44.833675,10.771186,25.030144
44.833477,10.783832,24.62256
44.83328,10.796476,24.433353
44.83308,10.809121,24.221087
44.83288,10.821766,23.96376
44.832676,10.834411,23.672785
44.832474,10.847055,23.512308
44.832268,10.8597,23.508764
44.83206,10.872344,23.490261
44.831852,10.884988,23.53615
44.831642,10.897633,23.560238
44.831432,10.910276,23.55557
44.83122,10.92292,23.540382
44.831005,10.935563,23.492315
44.83079,10.948207,23.674599
44.830574,10.960851,23.701036
44.830357,10.973494,23.637852
44.83014,10.986136,23.581036
44.829918,10.998779,23.574343
44.829697,11.011422,23.598572
44.82947,11.024065,24.627716
44.829247,11.036707,25.10089
44.82902,11.04935,25.020071
44.828793,11.061992,24.802132
44.828564,11.074634,24.584578
44.828335,11.0872755,24.446402
44.828102,11.099917,24.362122
44.82787,11.112558,24.332954
44.827633,11.1252,24.343477
44.827396,11.137841,25.016605
44.82716,11.150482,25.213007
44.826923,11.163123,25.145536
44.826683,11.175764,25.055054
44.82644,11.188405,24.935774
44.826195,11.201045,24.814056
44.82595,11.213685,24.732208
44.825706,11.226325,24.619202
44.82546,11.238965,24.692617
44.82521,11.251605,24.73191
44.82496,11.264245,24.710714
44.82471,11.276884,24.72116
44.824455,11.289523,25.091204
44.824203,11.302163,25.136778
44.823948,11.314801,25.120348
44.82369,11.32744,25.135227
44.82343,11.340079,25.092785
44.82317,11.352717,25.052307
44.82291,11.3653555,25.012836
44.822647,11.377994,24.775799
44.822384,11.390632,24.644207
44.822117,11.40327,24.562326
44.82185,11.415907,24.499586
44.821583,11.428545,24.50244
44.821312,11.441182,24.564621
44.82104,11.453819,24.686598
44.82077,11.466455,24.713984
44.820496,11.479093,24.656424
44.82022,11.491729,24.526121
44.819946,11.504365,24.359198
44.819668,11.517001,24.162872
44.819386,11.529637,24.065914
44.819107,11.5422735,24.029804
44.818825,11.554909,24.023874
44.818542,11.567544,24.004862
44.818256,11.580179,24.06897
44.81797,11.592814,24.303398
44.81768,11.60545,24.539228
44.817394,11.618084,24.736927
44.8171,11.630718,24.965986
44.81681,11.6433525,25.043486
44.816517,11.655987,25.032074
44.816223,11.668621,25.12476
44.815926,11.681254,25.478403
44.815628,11.693888,25.566593
44.81533,11.706521,25.485455
44.81503,11.719154,25.435518
44.814728,11.731787,25.364405
44.814423,11.74442,25.286854
44.81412,11.757052,25.20994
44.813812,11.769685,25.136753
44.813507,11.782317,25.06521
44.813198,11.794949,24.984842
44.84762,10.417292,19.50662
44.84746,10.429942,20.095821
44.8473,10.442592,21.23984
44.84714,10.455242,21.09544
44.84698,10.467893,21.108984
44.846817,10.480542,21.026787
44.846653,10.493193,21.030186
44.846485,10.505842,21.16381
44.846317,10.518492,21.17278
44.84615,10.531141,21.813753
44.845978,10.543791,22.11127
44.845806,10.55644,21.947357
44.845634,10.56909,21.981785
44.84546,10.581738,22.069456
44.845284,10.594388,22.090075
44.845104,10.607037,22.083826
44.84493,10.619686,22.027624
44.844746,10.632335,22.635378
44.844566,10.644983,22.685766
44.844383,10.657631,22.335196
44.844196,10.6702795,22.234858
44.844013,10.682928,22.306646
44.843826,10.695576,22.454224
44.843636,10.708224,22.221155
44.84345,10.720872,24.289948
44.843254,10.73352,24.771416
44.843063,10.746167,24.449814
44.84287,10.758815,24.784584
44.842674,10.7714615,24.53301
44.842476,10.784109,24.146765
44.842278,10.796756,24.011839
44.84208,10.809403,23.973457
44.841877,10.82205,23.923576
44.841675,10.834697,23.85953
44.84147,10.8473425,23.845291
44.841267,10.859989,23.79229
44.841057,10.872636,23.724981
44.84085,10.885282,23.671356
44.84064,10.897927,23.629229
44.84043,10.910574,23.565441
44.840218,10.92322,23.507456
44.840004,10.935864,23.387823
44.83979,10.94851,23.819141
44.839573,10.961156,23.912733
44.839355,10.973801,23.813477
44.839134,10.986445,23.699379
44.838913,10.99909,23.612934
44.83869,11.011735,23.596663
44.838467,11.02438,25.224442
44.83824,11.0370245,25.153639
44.838017,11.049668,24.783602
44.837788,11.062312,24.793444
44.83756,11.074957,24.702038
44.83733,11.087601,24.571371
44.837097,11.100244,24.416447
44.836864,11.112887,24.378565
44.836628,11.125531,24.379795
44.836395,11.138174,26.144735
44.836155,11.150817,26.72692
44.83592,11.16346,26.724186
44.83568,11.176103,26.298426
44.835434,11.1887455,25.835005
44.835194,11.201387,25.51705
44.83495,11.21403,25.372326
44.8347,11.226672,25.230236
44.834454,11.239314,25.149967
44.834206,11.251956,25.036676
44.833954,11.264597,24.900753
44.833706,11.277239,25.06159
44.83345,11.28988,26.021881
44.8332,11.302521,26.318771
44.832943,11.315162,26.241724
44.832684,11.327803,26.069069
44.832424,11.340444,25.894915
44.832165,11.353084,25.909273
44.831905,11.365724,25.92463
44.831642,11.378364,25.70978
44.83138,11.391004,25.446943
44.831112,11.403644,25.180143
44.830845,11.416284,24.959427
44.830578,11.428923,24.81012
44.830307,11.441562,24.684402
44.830036,11.454201,24.642904
44.829765,11.46684,24.636782
44.82949,11.479478,24.513258
44.829216,11.492117,24.406746
44.828938,11.504755,24.245613
44.82866,11.517393,24.082611
44.82838,11.530031,23.974985
44.8281,11.542668,23.84255
44.827816,11.555306,23.853815
44.827534,11.567944,23.811998
44.827248,11.580581,23.913195
44.82696,11.593218,24.343178
44.826675,11.605855,25.044674
44.826385,11.618491,25.73751
44.826096,11.631127,26.130905
44.8258,11.643764,26.172043
44.82551,11.6564,26.047077
44.825214,11.669036,25.859722
44.824917,11.681671,25.866879
44.82462,11.694307,25.687574
44.82432,11.706943,25.409555
44.82402,11.719577,25.270967
44.82372,11.732212,25.171305
44.823418,11.744846,25.106071
44.823112,11.757482,25.050945
44.822807,11.770116,24.995535
44.8225,11.782749,24.93126
44.82219,11.795383,24.877352
44.856617,10.417512,19.618565
44.85646,10.430164,19.892939
44.8563,10.442817,20.209648
44.85614,10.455469,20.159735
44.85598,10.468122,20.505981
44.855816,10.480773,20.617693
44.85565,10.493425,20.799238
44.855484,10.506077,20.986216
44.855316,10.518728,21.083534
44.85515,10.53138,21.289892
44.854977,10.544031,21.309387
44.854805,10.556683,21.275377
44.854633,10.569334,21.229427
44.854458,10.581985,21.21911
44.854282,10.594636,21.336725
44.854103,10.607287,21.597042
44.853924,10.619938,21.852592
44.853745,10.632588,22.788048
44.853565,10.645239,22.450085
44.853382,10.657889,22.394716
44.853195,10.67054,22.474468
44.853012,10.68319,22.547836
44.852825,10.69584,22.621838
44.852634,10.70849,22.70627
44.852444,10.72114,23.061703
44.852253,10.733789,23.400785
44.852062,10.746439,23.303291
44.851868,10.7590885,23.202225
44.85167,10.771738,23.247982
44.851475,10.784387,23.279318
44.851276,10.797036,23.300009
44.851074,10.809685,23.310402
44.850876,10.822333,23.330038
44.850674,10.834982,23.316837
44.850468,10.8476305,23.366583
44.85026,10.860279,23.350725
44.850056,10.872928,23.298143
44.849846,10.885575,23.257618
44.849636,10.898223,23.2156
44.849426,10.9108715,23.15686
44.849213,10.923519,23.079996
44.849,10.936167,23.053635
44.848785,10.948813,23.173985
44.848568,10.961461,23.204473
44.84835,10.974108,23.15728
44.848133,10.986755,23.081684
44.84791,10.999402,23.072533
44.847687,11.012049,23.085884
44.847466,11.024695,23.074528
44.84724,11.037341,23.026041
44.847015,11.049988,22.953611
44.846786,11.0626335,24.31136
44.846558,11.075279,24.943346
44.846325,11.087925,24.81746
44.846092,11.100571,24.603615
44.84586,11.113216,24.437355
44.845627,11.125862,24.23462
44.84539,11.138507,25.015816
44.845154,11.151152,25.31069
44.844913,11.163796,25.535858
44.844673,11.176441,25.46646
44.84443,11.189086,25.3379
44.84419,11.201731,25.64926
44.843945,11.214375,25.84591
44.843697,11.227018,25.667376
44.84345,11.239662,25.343134
44.8432,11.252306,25.081924
44.84295,11.26495,24.88073
44.8427,11.277594,24.866951
44.842445,11.290236,25.235914
44.842194,11.302879,25.53205
44.841934,11.315522,25.617464
44.84168,11.328165,25.286793
44.84142,11.340808,25.171965
44.84116,11.35345,24.905975
44.8409,11.366092,24.93961
44.840637,11.378735,24.899118
44.84037,11.3913765,24.78525
44.840107,11.404017,24.649754
44.83984,11.416659,24.554028
44.839573,11.4293,24.408632
44.839302,11.441941,24.292135
44.83903,11.454583,24.272482
44.838757,11.467223,24.30132
44.83848,11.479864,24.358614
44.838207,11.492504,24.589626
44.837933,11.505145,24.638988
44.837654,11.517785,24.573072
44.837376,11.530425,24.551533
44.837093,11.543064,24.355284
44.83681,11.555704,24.380014
44.83653,11.568343,24.34975
44.836243,11.580982,24.5064
44.835957,11.593621,24.774685
44.835667,11.60626,25.880653
44.835377,11.618898,26.644348
44.835087,11.631537,26.891401
44.834797,11.644176,26.950846
44.834503,11.656814,26.93762
44.834206,11.669451,26.85508
44.83391,11.682089,26.698244
44.833614,11.694726,26.601046
44.833313,11.707363,26.242853
44.83301,11.72,25.995173
44.83271,11.732637,25.821243
44.83241,11.745274,25.678486
44.832104,11.757911,25.56423
44.8318,11.770547,25.46457
44.83149,11.783182,25.36695
44.83118,11.795818,25.271675
44.865616,10.417733,19.668716
44.86546,10.4303875,19.932001
44.8653,10.443042,20.1064
44.86514,10.455696,20.185143
44.86498,10.46835,20.493898
44.864815,10.481004,20.663622
44.86465,10.493658,20.826628
44.864483,10.506311,20.947342
44.864315,10.518965,21.03187
44.864147,10.531619,21.10696
44.863976,10.544272,21.152414
44.863804,10.556926,21.173697
44.863632,10.569579,21.19239
44.863457,10.5822315,21.288242
44.86328,10.594885,21.686071
44.863102,10.607537,21.957176
44.862923,10.620191,22.114916
44.862743,10.632843,22.153255
44.862564,10.645495,22.213371
44.86238,10.658148,22.407322
44.862194,10.6708,22.673645
44.862007,10.683453,22.8426
44.86182,10.696104,22.938774
44.861633,10.708756,22.979477
44.861443,10.721408,22.961733
44.86125,10.734059,22.897038
44.861057,10.746711,22.817404
44.860863,10.759362,22.739513
44.86067,10.772014,22.702362
44.86047,10.784665,22.639305
44.86027,10.797316,22.807522
44.860073,10.809967,23.338648
44.85987,10.822618,23.44863
44.85967,10.835268,23.301842
44.859467,10.8479185,23.368885
44.85926,10.860569,23.352781
44.859055,10.873219,23.267534
44.858845,10.885869,23.272005
44.858635,10.898519,23.249247
44.858425,10.911169,23.223991
44.85821,10.923819,23.196991
44.857998,10.936468,23.233902
44.857784,10.949118,23.347158
44.857567,10.961766,23.45157
44.85735,10.974416,23.504847
44.85713,10.987064,23.455936
44.856907,10.999713,23.566874
44.856686,11.012362,23.532856
44.85646,11.02501,23.552237
44.856236,11.037659,23.335571
44.85601,11.050307,23.42962
44.85578,11.062955,23.600676
44.855553,11.075603,23.77583
44.855324,11.08825,23.770653
44.85509,11.100898,23.741291
44.85486,11.113545,23.831228
44.85462,11.126193,23.846731
44.854385,11.13884,23.938015
44.85415,11.151487,23.925915
44.85391,11.164134,23.976223
44.85367,11.176781,24.012302
44.853428,11.189427,24.012127
44.853184,11.202073,24.733923
44.85294,11.21472,25.06103
44.85269,11.2273655,25.068363
44.852444,11.240011,24.921564
44.852196,11.252657,24.750202
44.851948,11.265303,24.587383
44.851696,11.277947,24.455236
44.85144,11.290593,24.411852
44.851185,11.303238,24.448393
44.85093,11.315883,24.520441
44.850674,11.328527,24.53479
44.850414,11.341172,24.600498
44.850155,11.353816,24.594994
44.84989,11.366461,24.63581
44.849632,11.379105,24.592405
44.849365,11.391748,24.523504
44.849102,11.404392,24.419996
44.848835,11.417035,24.321178
44.848564,11.429679,24.17801
44.848297,11.442322,24.141987
44.848022,11.454965,24.086327
44.84775,11.4676075,24.051603
44.847477,11.48025,24.113798
44.847202,11.492892,24.397524
44.846924,11.505535,24.558458
44.846645,11.518177,24.576725
44.846367,11.530819,24.60563
44.846085,11.543461,24.620996
44.845802,11.556102,24.791613
44.84552,11.568743,24.862162
44.845234,11.581385,25.117094
44.844948,11.594026,25.296139
44.84466,11.606666,26.208248
44.84437,11.619307,26.572327
44.84408,11.631947,26.638231
44.84379,11.644587,26.734528
44.843494,11.657227,26.530918
44.8432,11.669867,26.432379
44.842903,11.682507,26.35345
44.842606,11.695146,26.271942
44.842304,11.707785,26.211761
44.842007,11.720424,26.069654
44.8417,11.733063,25.912165
44.8414,11.745701,25.734215
44.841095,11.75834,25.569233
44.84079,11.770978,25.413828
44.84048,11.783616,25.237263
44.84017,11.796253,25.05807
44.87462,10.4179535,19.790543
44.87446,10.430611,20.094973
44.8743,10.443267,20.227549
44.874138,10.455923,20.258379
44.873978,10.468578,20.361034
44.873814,10.481235,20.614264
44.87365,10.493891,20.770231
44.87348,10.506546,20.897718
44.873314,10.519202,21.016882
44.873146,10.5318575,21.081747
44.872974,10.544513,21.168177
44.872803,10.557168,21.228971
44.87263,10.569823,21.58322
44.872456,10.582479,22.080788
44.87228,10.595134,22.425188
44.8721,10.607788,22.499638
44.87192,10.620443,22.459042
44.871742,10.633098,22.38177
44.87156,10.645752,22.620564
44.871376,10.658406,22.879404
44.871193,10.671061,23.109354
44.871006,10.683715,23.178381
44.87082,10.696368,23.165308
44.870632,10.7090225,23.121191
44.87044,10.721676,23.076105
44.87025,10.73433,22.983166
44.870056,10.746984,22.926657
44.86986,10.759637,22.928242
44.869667,10.77229,22.984762
44.86947,10.784943,22.88431
44.86927,10.797596,23.280363
44.869072,10.810248,23.783108
44.86887,10.822902,23.733646
44.868668,10.835554,23.535042
44.86846,10.8482065,23.596119
44.868256,10.860859,23.676115
44.86805,10.873511,23.62553
44.867844,10.886163,23.685406
44.867634,10.898815,23.733578
44.86742,10.911467,23.75465
44.86721,10.924118,23.770489
44.866993,10.9367695,23.786852
44.86678,10.949421,23.944162
44.86656,10.962072,23.984945
44.866344,10.974723,24.165276
44.866123,10.987374,24.042913
44.865906,11.000025,24.013123
44.86568,11.012675,23.982088
44.86546,11.025326,23.954771
44.865234,11.037976,23.870481
44.865005,11.050627,23.932991
44.864777,11.063276,24.120596
44.864548,11.075926,24.200914
44.86432,11.088576,24.196156
44.864086,11.101226,24.174633
44.863853,11.113874,24.209679
44.863617,11.126524,24.194473
44.86338,11.1391735,24.216105
44.863144,11.151822,24.13822
44.862904,11.164471,24.023304
44.862663,11.177119,24.024979
44.862423,11.189768,24.037228
44.86218,11.202416,24.17136
44.861935,11.215064,24.180073
44.861687,11.227713,24.14496
44.86144,11.24036,24.107277
44.86119,11.253008,24.063951
44.860943,11.2656555,24.026209
44.86069,11.278303,23.978687
44.860435,11.29095,23.92109
44.86018,11.3035965,23.84103
44.859924,11.316243,23.841507
44.85967,11.32889,23.64285
44.85941,11.3415365,23.64495
44.85915,11.354183,23.725105
44.858887,11.366829,23.78721
44.858624,11.379476,23.924019
44.85836,11.392121,24.002968
44.858093,11.404766,23.977896
44.857826,11.417412,23.965914
44.85756,11.430058,23.918646
44.85729,11.442702,23.869837
44.857018,11.455347,23.78885
44.856747,11.467992,23.683958
44.856472,11.480637,23.63912
44.856197,11.49328,23.746655
44.85592,11.505925,23.998724
44.85564,11.518569,24.080935
44.855362,11.531213,24.12344
44.85508,11.543857,24.28592
44.854797,11.5564995,24.484493
44.854515,11.569143,24.670494
44.85423,11.581786,24.830898
44.853943,11.594429,24.86162
44.853653,11.607072,25.199282
44.853363,11.619715,25.282738
44.853073,11.632357,25.323656
44.85278,11.644999,25.44418
44.852486,11.65764,25.561575
44.852192,11.670282,25.696653
44.851894,11.682924,25.805765
44.851597,11.695565,25.862165
44.8513,11.708206,25.923264
44.850998,11.720847,25.856369
44.850697,11.733488,25.592686
44.85039,11.746129,25.295189
44.850086,11.758769,24.852154
44.84978,11.771409,24.677097
44.849472,11.784049,24.624002
