10.85829,10.712419,10.478343,10.102576,9.627444,9.581471,9.643227,9.769532,9.913763,9.920494,10.091709,11.033048,11.468432,10.908235,10.33581,10.308353,10.60236,11.346565,12.628137,12.839435,12.440929,12.545028,12.442657,12.639633,12.727656,13.341462,14.132365,14.078137,13.532187,13.9148855,14.835869,15.849257,17.014692,15.8006315,13.444896,12.895472,12.521193,12.148278,11.908221,12.011955,12.549387,12.843895,13.352933,13.478804,13.842357,13.823187,13.689037,14.618225,15.77334,16.358765,16.091032,15.149457,15.537414,15.454506,13.420546,13.421531,13.26003,12.988289,12.763238,12.870325,13.556435,13.9519825,14.462263,15.172137,14.973663,15.068982,14.866458,14.437235,14.061879,13.93836,14.13837,14.207223,14.231845,14.370419,14.771484,14.937409,14.863713,14.638534,14.307973,14.343483,14.319932,14.179052,14.193027,14.655727,15.085352,15.192295,15.003826,14.655779,14.431082,14.495026,14.671899,14.842809,15.044128,15.729167,16.130096,15.647551,16.877487,19.423908,19.79508,18.96335,18.669512,17.535482,16.743359,16.607788,16.637793,16.339622,15.955516,15.920087,16.802357,20.201551
11.243332,11.216218,11.087498,10.878638,10.54822,9.783646,9.795755,9.830453,9.981225,10.318809,10.810081,11.915997,12.276644,12.127784,11.779511,11.818755,11.753674,11.603528,11.389179,12.349652,12.51125,12.8017235,12.585416,13.090002,13.795909,14.881947,14.266184,14.420981,14.456131,15.206982,15.231467,16.268986,15.981844,15.692286,14.466205,12.883704,12.733007,12.29509,12.048126,12.193266,13.4716625,13.33703,13.577392,14.902229,16.390656,15.783691,14.309038,14.327115,14.564356,14.1043415,13.930062,13.732566,14.390998,14.925987,14.141238,13.284303,13.137598,12.765159,12.876116,13.287063,13.472922,13.99017,13.87989,14.245396,13.980904,13.90603,14.0259695,13.787614,13.503918,13.414607,13.573948,13.759616,14.1058445,14.452335,15.295784,15.000331,14.735817,14.817452,14.633917,14.496446,14.1824875,14.132936,14.223672,14.396098,14.693569,14.771212,14.57856,14.289209,14.231148,14.357964,14.512864,14.737742,15.040763,15.3088255,15.895525,15.583083,15.46068,15.21494,16.511147,17.56288,17.751167,17.417616,16.839937,17.091599,17.437874,17.609303,17.449625,17.16002,17.012302,17.592937
11.651793,11.641876,11.460911,11.242355,10.820358,9.916182,9.91439,10.059428,10.859706,11.783253,12.16868,12.386719,12.166101,12.29034,11.939955,11.686543,11.665834,11.541562,11.392305,11.593294,12.658103,13.093145,12.844867,13.081894,14.718687,14.624348,14.071851,13.690876,13.391384,13.691327,14.809726,15.955286,16.441036,16.528297,15.494662,13.155927,12.981425,12.563392,12.543693,12.452626,13.364624,13.7952175,14.911344,16.97763,16.108145,14.250006,14.207573,14.352728,14.421802,13.5333605,12.232712,12.765039,13.05451,13.476325,13.750293,13.4773,13.04155,13.073013,13.1321945,13.731973,13.742101,13.859199,14.012546,14.204218,13.70391,13.477756,13.309902,13.0716915,12.808107,12.567943,13.210633,14.162434,14.558593,15.333209,15.41624,14.498463,14.887896,14.894976,14.568311,14.397928,14.05936,13.9433365,13.793804,14.091692,14.146981,14.250046,14.193991,14.259265,14.279336,14.3922825,14.613862,14.880288,15.09049,15.383776,15.637813,15.337091,14.887678,14.9235525,15.138464,15.335571,15.419177,15.426167,15.418392,15.615992,15.904301,16.16514,16.219358,16.066858,16.2429,16.421513
12.119539,11.974954,11.611944,11.220422,10.257293,10.079328,10.140986,10.806469,12.23518,13.044486,13.091088,12.534579,12.263987,12.985434,12.250747,11.8762455,11.703451,11.540196,11.548664,11.286383,11.35801,12.874444,13.073596,13.992188,15.77518,14.866591,13.57516,13.165024,13.046047,12.928686,13.7975025,15.034853,16.148727,16.919832,16.422506,13.777952,13.292566,13.010202,12.973317,13.152675,12.794342,13.634594,15.681393,16.633568,15.136878,14.481249,14.074844,14.306057,14.857155,14.776357,12.470113,12.791253,13.399564,13.686118,13.920793,13.714865,13.723977,13.433051,13.110741,13.83087,13.868081,14.078807,14.235806,14.48016,14.039636,13.790924,13.407977,13.252466,13.0193,12.881452,13.364134,14.171565,14.482641,14.887452,14.569535,14.59803,14.788124,14.916445,14.710197,14.35984,14.058027,13.823128,13.893462,13.876681,13.914461,14.080882,14.184185,14.220747,14.253658,14.282074,14.58137,15.524917,16.028105,15.65248,15.173661,14.965755,14.94504,14.998773,15.052621,15.234646,15.417705,15.548202,15.645367,15.755191,15.894936,16.028141,16.1556,16.315409,16.516628,16.74259
12.370603,12.025797,11.613098,11.1461115,10.166959,10.488926,10.988094,11.622597,12.3452835,12.902465,12.909358,12.271649,12.19522,13.959585,12.972461,11.703539,11.639227,11.430594,11.187565,11.521781,11.930002,12.860818,13.152712,13.155069,19.113457,16.58968,13.605592,13.326496,12.870024,12.857488,13.596025,14.920468,15.967124,16.794983,17.120869,14.90166,13.664069,13.246126,13.212116,12.755689,12.617593,12.607235,13.231488,13.616988,13.236916,13.127223,13.772456,14.453894,14.912964,15.611181,13.118557,12.757313,13.81159,14.104896,14.16286,13.915115,14.640083,14.262462,13.320008,13.567501,13.665244,13.473115,14.185965,14.817339,14.857788,14.632116,14.155411,13.420243,13.397953,13.42694,13.769157,14.251212,14.3961,14.739176,14.882779,14.829268,14.668227,14.455249,14.522912,14.448975,14.204544,13.975867,13.798581,13.810427,13.948201,14.081143,14.156341,14.192672,14.234365,14.282002,14.404042,15.293004,15.861422,15.668513,15.38543,15.207708,15.178179,15.258571,15.371202,15.478276,15.626155,15.800487,15.963183,16.112225,16.261988,16.422815,16.577997,16.704975,16.884996,17.136383
12.17831,11.735504,11.231149,10.816763,10.846444,11.487836,11.604056,11.672275,12.435985,12.717523,12.708914,11.731183,11.824007,14.523021,13.501467,12.100656,12.131235,11.658124,12.0833025,12.949407,13.02577,13.153912,13.273324,13.084385,19.148165,14.145271,13.715837,13.664336,12.728259,12.97279,13.716098,14.624925,15.629837,16.909672,18.013887,16.685421,14.040349,13.473775,13.444835,12.90763,12.67186,12.628408,13.033633,12.64301,12.506369,12.672168,13.134249,13.74246,14.402705,15.189229,13.756157,12.791216,14.469979,14.861607,14.536859,14.920779,14.999365,15.35064,13.570133,13.457232,13.249371,13.068855,13.9429245,14.932981,14.5344,14.369694,14.202565,13.628471,13.403942,13.760068,14.300608,14.333543,14.391189,14.522852,14.52007,14.436129,14.290344,14.265467,14.279048,14.236654,14.122261,13.969311,13.839999,13.870078,13.965776,14.061237,14.134689,14.193349,14.264537,14.373497,14.488386,14.596948,14.678334,15.091838,15.487063,15.659143,15.709889,15.718272,15.712287,15.740055,15.856038,16.040445,16.25152,16.434088,16.674818,17.021616,17.363794,17.702394,18.172863,18.242973
11.597938,11.409954,10.7211275,11.928396,12.637341,12.176772,11.682379,11.822812,12.487074,13.076134,12.653073,11.354056,11.527039,13.602129,13.127071,12.576206,12.689464,13.338725,13.921725,14.130093,13.293767,12.214558,11.63309,15.700581,22.187046,17.050627,13.848729,14.031302,13.275624,13.362043,13.79609,13.931164,14.095463,15.338739,18.186638,18.421255,15.333082,13.883528,13.783565,13.093535,12.785265,12.590744,12.468074,12.440667,12.413281,12.584871,12.722987,13.714785,14.648994,14.378013,12.530648,12.711688,13.151399,13.471035,13.742816,15.39987,15.148338,15.3975115,14.388984,13.422384,12.714174,12.761522,13.162,14.424451,14.659231,14.072214,14.190254,13.692954,13.993992,14.254987,14.377943,14.345414,14.42672,14.485694,14.536264,14.498948,14.419785,14.326037,14.1675625,14.064233,13.9824505,13.901562,13.867676,13.885283,13.927179,14.037601,14.153167,14.245159,14.343385,14.47166,14.611004,14.724753,14.737058,14.891662,15.452935,15.928533,16.034044,15.89078,15.855803,15.963945,16.154318,16.381084,16.594343,16.774254,17.155985,19.38917,20.955328,21.152512,20.75333,20.219606
11.205262,11.184669,10.784221,11.8406925,12.90331,12.271203,11.637123,11.617361,12.231342,13.078162,12.07289,11.410945,11.431896,12.19033,12.220935,11.990624,12.922513,14.340734,14.536037,14.190752,13.306261,12.63139,12.395412,18.918009,23.552746,21.409996,15.786917,13.875622,14.359426,14.800919,14.436709,15.019695,16.834703,21.546324,24.45903,20.96058,18.168314,15.243638,14.224036,13.258634,12.89247,12.888109,12.757963,12.633305,12.661287,12.816613,12.968421,14.015099,15.087785,13.627144,12.903728,12.940443,12.90813,13.6606245,13.534807,13.538307,15.444766,15.339531,14.86387,13.640945,13.259345,13.241909,13.235238,13.505625,14.268943,14.392067,14.3251295,14.63401,14.70488,14.492407,14.763648,14.879057,14.732481,14.639231,14.590436,14.530987,14.508699,14.373169,14.18404,14.2005205,14.137358,13.973455,13.815377,13.872091,13.926598,14.0635805,14.213927,14.334508,14.444906,14.584583,14.740046,14.850674,14.914543,15.150446,15.389665,15.656842,15.854577,15.76147,15.951248,16.263815,16.500353,16.69891,16.869661,17.027864,17.163294,17.300652,17.471735,17.673502,17.896433,18.106476
10.855455,10.947547,10.751859,11.464685,12.736151,12.818449,12.111199,11.940043,12.14,12.639038,12.33685,11.788389,11.65534,11.999231,12.214082,12.092026,12.835907,14.497572,15.418194,15.181398,14.665922,14.018133,13.484914,13.125588,15.3702345,13.818165,13.922353,13.678815,13.604914,13.713928,14.189452,15.50369,18.74257,23.083261,26.423231,21.781826,16.87121,15.439614,14.440812,13.16995,12.797095,12.930631,13.1429825,13.333956,13.558662,13.810388,13.978141,15.226368,15.499168,13.662332,13.589829,13.432046,13.2417345,13.022471,13.353278,13.862778,13.937951,14.78024,14.5739765,13.956703,14.288467,13.782597,13.471296,13.40403,13.424124,13.97121,14.286299,15.064565,14.943621,15.20106,15.172084,15.054374,14.99639,15.02234,14.9960785,14.923591,14.838768,14.760821,14.588835,14.543804,14.209596,13.901498,13.867724,13.963466,13.9884615,14.123034,14.297654,14.438834,14.535112,14.653212,14.835758,15.045999,15.228027,15.4015045,15.567061,15.733663,16.025513,16.261938,16.419752,16.592373,16.772402,16.945786,17.100887,17.24493,17.409575,17.611387,17.84221,18.08705,18.359549,18.664015
10.081028,10.420765,10.650987,12.037094,13.30101,13.224592,12.438445,11.926386,12.255227,12.785912,12.892905,12.86433,12.179324,12.176025,12.661978,12.55331,13.102841,14.836753,17.505821,17.612923,13.969749,13.073972,12.698329,13.6836,13.324039,14.321867,14.09338,13.786065,13.694812,13.8117895,14.08883,14.400925,16.633982,23.371153,24.693996,19.926323,15.7667055,15.4359255,13.911644,13.46056,13.220393,13.118626,13.066489,13.156931,13.368966,13.505879,14.231478,16.607706,15.226278,13.6470175,13.660477,13.542429,13.369557,13.142834,12.934469,12.880278,13.386768,14.340652,14.374536,13.843306,14.505097,14.745882,14.1233015,13.38667,13.39715,13.63612,14.08868,14.646049,15.060987,15.087366,14.758099,14.57894,14.599357,14.688872,14.744912,14.756966,14.730398,14.64171,14.358321,13.995527,13.663564,13.962188,14.160099,14.198221,14.247921,14.343322,14.474175,14.577534,14.718587,14.913401,15.119809,15.305752,15.469151,15.6280575,15.792048,15.972757,16.165537,16.394104,16.657742,16.88141,17.056547,17.215618,17.370703,17.532784,17.72369,17.956139,18.227947,18.535297,18.889866,19.309067
